SCRRTST_SUBJ_CODE,SCRRTST_CRSE_NUMB,SCRRTST_TERM_CODE_EFF,SCRRTST_SEQNO,SCRRTST_TESC_CODE,SCRRTST_TEST_SCORE,SCRRTST_SUBJ_CODE_PREQ,SCRRTST_CRSE_NUMB_PREQ,SCRRTST_LEVL_CODE,SCRRTST_MIN_GRDE,SCRRTST_CONCURRENCY_IND,SCRRTST_CONNECTOR,SCRRTST_LPAREN,SCRRTST_RPAREN,SCRRTST_ACTIVITY_DATE
AB,120,200610,2,,,AB,110,UG,D,,,,,16-Jun-05
AB,120,200910,,,,,,,,,,,,25-Jun-08
AB,130,200610,2,,,AB,120,UG,D,,,,,16-Jun-05
AB,130,200610,,,,,,,,,,,,25-Jun-08
AB,130,200910,,,,,,,,,,,,25-Jun-08
AB,205,201210,2,,,AB,110,UG,D,,,,,07-Mar-11
AB,210,000000,2,,,AB,110,UG,D,,,,,09-Dec-04
AB,220,000000,2,,,AB,110,UG,D,,,,,09-Dec-04
AB,230,000000,2,,,AB,110,UG,D,,,,,09-Dec-04
AB,251,200010,1,,,AB,211,UG,D,,,,,27-Oct-99
AB,264,000000,2,,,CHEM,111,UG,D,,,,,30-Dec-04
AB,264,000000,4,,,CHEM,201,UG,D,,O,,,30-Dec-04
AB,264,000000,6,,,CHEM,105,UG,D,,O,,,10-Mar-09
AB,264,000000,8,,,CHEM,112,UG,D,,O,,,10-Mar-09
AB,264,201410,2,,,CHEM,113,UG,D,,,(,,02-Jan-14
AB,264,201410,4,,,CHEM,113L,UG,D,,A,,),02-Jan-14
AB,264,201410,6,,,CHEM,112,UG,D,,O,(,,02-Jan-14
AB,264,201410,8,,,CHEM,114,UG,D,,A,,),02-Jan-14
AB,301,200010,1,,,AB,251,UG,D,,,,,05-Nov-99
AB,301,200610,,,,,,,,,,,,03-Sep-07
AB,310,000000,2,,,AB,130,UG,D,,,,,09-Dec-04
AB,320,000000,2,,,AB,130,UG,D,,,,,10-Dec-04
AB,320,200610,2,,,AB,130,UG,D,,,,,16-Jun-05
AB,330,000000,2,,,AB,130,UG,D,,,,,09-Dec-04
AB,340,200410,2,,,AB,120,UG,D,,,,,30-Dec-04
AB,399,201230,2,,,RH,330,UG,D,,,,,20-Mar-12
AB,399,201230,4,,,MA,223,UG,D,,A,,,20-Mar-12
AB,401,200010,1,,,AB,211,UG,D,,,,,17-May-99
AB,401,200410,1,,,,,,,,,,,16-Jun-05
AB,410,000000,2,,,AB,110,UG,D,,,,,09-Dec-04
AB,411,200010,1,,,AB,210,UG,D,,,,,10-Dec-04
AB,411,201210,1,,,AB,210,UG,D,,,,,28-Mar-11
AB,411,201210,3,,,AB,205,UG,D,,O,,,28-Mar-11
AB,421,200010,1,,,AB,110,UG,D,,,,,10-Dec-04
AB,431,200510,2,,,AB,210,UG,D,,,,,10-Nov-05
AB,431,201210,2,,,AB,210,UG,D,,,,,10-May-11
AB,431,201210,4,,,AB,205,UG,D,,O,,,10-May-11
AB,441,200810,2,,,AB,110,UG,D,,,,,17-Sep-07
AB,451,200810,2,,,AB,210,UG,D,,,,,17-Sep-07
AB,451,201210,2,,,AB,210,UG,D,,,,,10-May-11
AB,451,201210,4,,,AB,205,UG,D,,O,,,10-May-11
AB,461,200910,2,,,AB,130,UG,D,,,,,25-Jun-08
AB,461,200910,4,,,AB,210,UG,D,,A,,,25-Jun-08
AB,461,201210,2,,,AB,130,UG,D,,,,,10-May-11
AB,461,201210,4,,,AB,210,UG,D,,A,(,,10-May-11
AB,461,201210,6,,,AB,205,UG,D,,O,,),10-May-11
AB,471,201210,2,,,AB,205,UG,D,,,,,10-May-11
AB,471,201210,4,,,AB,210,UG,D,,O,,,10-May-11
AB,496,201310,2,,,AB,399,UG,D,,,,,03-Apr-12
AB,497,201310,2,,,AB,399,UG,D,,,,,03-Apr-12
AB,498,201310,2,,,AB,399,UG,D,,,,,03-Apr-12
AB,499,201310,2,,,AB,399,UG,D,,,,,03-Apr-12
AS,102,201010,2,,,AS,101,UG,D,,,,,01-Sep-09
AS,103,201010,2,,,AS,102,UG,D,,,,,01-Sep-09
AS,201,201010,2,,,AS,103,UG,D,,,,,01-Sep-09
AS,202,201010,2,,,AS,201,UG,D,,,,,01-Sep-09
AS,203,201010,2,,,AS,202,UG,D,,,,,01-Sep-09
AS,302,201010,2,,,AS,301,UG,D,,,,,01-Sep-09
AS,303,201010,2,,,AS,302,UG,D,,,,,01-Sep-09
AS,401,201010,2,,,AS,303,UG,D,,,,,01-Sep-09
AS,402,201010,2,,,AS,401,UG,D,,,,,01-Sep-09
AS,403,201010,2,,,AS,402,UG,D,,,,,01-Sep-09
BE,200,200410,2,,,BE,100,UG,D,,,,,10-Nov-05
BE,201,201010,2,,,BE,100,UG,D,,,,,30-Jul-09
BE,201,201010,4,,,ES,203,UG,D,,A,,,30-Jul-09
BE,310,200410,2,,,AB,120,UG,D,,,,,10-Dec-04
BE,317,200610,2,,,EM,104,UG,D,,,,,23-Sep-05
BE,320,200510,2,,,BE,310,UG,D,,,,,10-Dec-04
BE,325,200510,2,,,EM,301,UG,D,,,,,30-Dec-04
BE,325,200510,4,,,CHE,301,UG,D,,O,,,30-Dec-04
BE,325,200510,6,,,ES,202,UG,D,,O,,,10-Nov-05
BE,330,200510,2,,,ES,201,UG,D,,,,,30-Dec-04
BE,330,200510,4,,,EM,120,UG,D,,A,,,21-Jun-05
BE,330,200510,6,,,BE,200,UG,D,,A,,,21-Jun-05
BE,330,200710,2,,,ES,201,UG,D,,,,,23-Oct-06
BE,330,200710,4,,,EM,203,UG,D,,A,,,23-Oct-06
BE,330,200710,6,,,BE,200,UG,D,,A,,,23-Oct-06
BE,330,200910,2,,,ES,201,UG,D,,,,,14-Apr-08
BE,330,200910,6,,,BE,200,UG,D,,A,,,14-Apr-08
BE,330,200910,8,,,EM,203,UG,D,,A,(,,14-Apr-08
BE,330,200910,10,,,EM,204,UG,D,,O,,),14-Apr-08
BE,331,201010,2,,,ES,201,UG,D,,,,,30-Jul-09
BE,331,201010,4,,,EM,204,UG,D,,A,,,30-Jul-09
BE,331,201010,6,,,BE,201,UG,D,,A,(,,13-Oct-09
BE,331,201010,8,,,BE,200,UG,D,,O,,),13-Oct-09
BE,340,200610,2,,,BE,200,UG,D,,,,,08-Nov-05
BE,340,200710,2,,,BE,200,UG,D,,,,,02-Oct-06
BE,340,200710,4,,,ES,203,UG,D,,A,,,02-Oct-06
BE,340,201010,2,,,BE,200,UG,D,,,(,,08-Oct-09
BE,340,201010,3,,,BE,201,UG,D,,O,,),08-Oct-09
BE,340,201010,4,,,ES,203,UG,D,,A,,,08-Oct-09
BE,340,201410,3,,,BE,201,UG,D,,,,,21-Feb-13
BE,340,201410,4,,,ES,203,UG,D,,A,,,21-Feb-13
BE,350,200510,2,,,ES,205,UG,D,,,,,30-Dec-04
BE,351,201010,2,,,ES,201,UG,D,,,,,30-Jul-09
BE,351,201010,4,,,EM,204,UG,D,,A,,,30-Jul-09
BE,351,201010,6,,,BE,201,UG,D,,A,(,,13-Oct-09
BE,351,201010,8,,,BE,200,UG,D,,O,,),13-Oct-09
BE,352,201010,2,,,ES,201,UG,D,,,,,30-Jul-09
BE,352,201010,4,,,EM,204,UG,D,,A,,,30-Jul-09
BE,352,201010,6,,,BE,201,UG,D,,A,,,30-Jul-09
BE,352,201010,8,,,BE,331,UG,D,Y,A,,,30-Jul-09
BE,353,201010,2,,,ES,201,UG,D,,,,,30-Jul-09
BE,353,201010,4,,,EM,204,UG,D,,A,,,30-Jul-09
BE,353,201010,6,,,BE,201,UG,D,,A,,,30-Jul-09
BE,353,201010,8,,,BE,361,UG,D,Y,A,,,30-Jul-09
BE,360,200510,2,,,BE,200,UG,D,,,,,10-Nov-05
BE,390,200410,2,,,BE,200,UG,D,,,,,30-Dec-04
BE,390,201110,2,,,BE,200,UG,D,,,(,,06-May-10
BE,390,201110,4,,,BE,201,UG,D,,O,,),06-May-10
BE,390,201110,6,,,EM,204,UG,D,Y,A,,,06-May-10
BE,410,200410,2,,,BE,390,UG,D,,,,,30-Dec-04
BE,411,200510,2,,,AB,210,UG,D,,,,,30-Dec-04
BE,420,200510,2,,,BE,410,UG,D,,,,,30-Dec-04
BE,422,200010,1,,,MA,205,UG,D,,,,,12-Feb-99
BE,422,200010,2,,,MA,311,UG,D,,O,,,12-Feb-99
BE,422,200010,3,,,MA,411,UG,D,,O,,,12-Feb-99
BE,422,200510,1,,,MA,223,UG,D,,,,,30-Dec-04
BE,422,200510,2,,,MA,381,UG,D,,O,,,30-Dec-04
BE,422,200510,3,,,BE,420,UG,D,,O,,,30-Dec-04
BE,422,200610,1,,,MA,223,UG,D,,,,,17-Jun-05
BE,422,200610,2,,,MA,382,UG,D,,O,,,17-Jun-05
BE,430,200530,2,,,BE,420,UG,D,,,,,17-Jun-05
BE,431,000000,1,,,CHEM,252,UG,D,,,,,12-Feb-99
BE,431,000000,2,,,CHEM,362,UG,D,,A,,,12-Feb-99
BE,432,000000,1,,,BE,431,UG,D,,,,,12-Feb-99
BE,435,200710,2,,,PH,113,UG,D,Y,,,,16-Aug-06
BE,435,200710,4,,,MA,222,UG,D,,A,(,,02-Feb-10
BE,435,200710,6,,,MA,212,UG,D,,O,,),02-Feb-10
BE,482,200610,2,,,MA,223,UG,D,,,,,28-Oct-05
BE,482,200610,4,,,MA,382,UG,D,,O,,,28-Oct-05
BE,510,200830,2,,,BE,200,UG,D,,,,,04-Jan-08
BE,510,201010,2,,,BE,200,UG,D,,,,,08-Oct-09
BE,510,201010,4,,,BE,201,UG,D,,O,,,08-Oct-09
BE,519,000000,2,,,BE,516,UG,D,,,,,30-Dec-04
BE,519,000000,4,,,BE,516,GR,D,,O,,,30-Dec-04
BE,525,200010,1,,,EM,301,UG,D,,,,,12-Feb-99
BE,525,200010,2,,,CHE,301,UG,D,,O,,,19-Feb-99
BE,525,200010,4,,,ES,202,UG,D,,O,,,17-Jun-05
BE,530,200010,2,,,ES,201,UG,D,,,,,30-Dec-04
BE,530,200010,4,,,EM,120,UG,D,,O,,,30-Dec-04
BE,531,200610,2,,,BE,330,UG,D,,,,,28-Oct-05
BE,531,201010,2,,,BE,330,UG,D,,,,,08-Oct-09
BE,531,201010,4,,,BE,331,UG,D,,O,,,08-Oct-09
BE,534,200710,2,,,EM,203,UG,D,,,,,08-Nov-06
BE,534,200710,4,,,BE,330,UG,D,,A,,,08-Nov-06
BE,534,200910,2,,,EM,203,UG,D,,,(,,14-Apr-08
BE,534,200910,3,,,EM,204,UG,D,,O,,),14-Apr-08
BE,534,200910,4,,,BE,330,UG,D,,A,,,14-Apr-08
BE,534,201010,2,,,EM,203,UG,D,,,(,,08-Oct-09
BE,534,201010,3,,,EM,204,UG,D,,O,,),08-Oct-09
BE,534,201010,4,,,BE,330,UG,D,,A,(,,08-Oct-09
BE,534,201010,6,,,BE,331,UG,D,,O,,),08-Oct-09
BE,535,200010,2,,,PH,113,UG,D,,,,,30-Dec-04
BE,535,200010,4,,,MA,222,UG,D,,A,,,30-Dec-04
BE,535,200910,2,,,PH,113,UG,D,,,,,02-Feb-10
BE,535,200910,4,,,MA,222,UG,D,,A,(,,02-Feb-10
BE,535,200910,6,,,MA,212,UG,D,,O,,),02-Feb-10
BE,539,200710,2,,,EM,203,UG,D,Y,,,,18-Dec-06
BE,539,200710,4,,,BE,330,UG,D,,A,,,18-Dec-06
BE,539,200910,2,,,EM,203,UG,D,Y,,(,,14-Apr-08
BE,539,200910,3,,,EM,204,UG,D,,O,,),14-Apr-08
BE,539,200910,4,,,BE,330,UG,D,,A,,,14-Apr-08
BE,539,201010,2,,,EM,203,UG,D,Y,,(,,08-Oct-09
BE,539,201010,3,,,EM,204,UG,D,,O,,),08-Oct-09
BE,539,201010,4,,,BE,330,UG,D,,A,(,,08-Oct-09
BE,539,201010,6,,,BE,331,UG,D,,O,,),08-Oct-09
BE,540,000000,1,,,PH,113,UG,D,,,,,12-Feb-99
BE,540,000000,2,,,MA,202,UG,D,,O,,,12-Feb-99
BE,540,000000,3,,,MA,213,UG,D,,O,,,12-Feb-99
BE,540,200510,1,,,PH,113,UG,D,,,,,30-Dec-04
BE,540,200510,2,,,MA,222,UG,D,,A,,,30-Dec-04
BE,541,201410,2,,,BE,340,UG,B,,,,,30-Jul-13
BE,543,201010,2,,,BE,310,UG,D,,,,,24-Sep-09
BE,543,201010,4,,,BE,201,UG,D,,A,,,24-Sep-09
BE,545,200530,2,,,EM,203,UG,D,,,,,14-Jun-05
BE,545,200530,4,,,BE,330,UG,D,,A,,,14-Jun-05
BE,545,200910,2,,,EM,203,UG,D,,,(,,14-Apr-08
BE,545,200910,3,,,EM,204,UG,D,,O,,),14-Apr-08
BE,545,200910,4,,,BE,330,UG,D,,A,,,14-Apr-08
BE,545,201010,2,,,EM,203,UG,D,,,(,,08-Oct-09
BE,545,201010,3,,,EM,204,UG,D,,O,,),08-Oct-09
BE,545,201010,4,,,BE,330,UG,D,,A,(,,08-Oct-09
BE,545,201010,6,,,BE,331,UG,D,,O,,),08-Oct-09
BE,550,200710,2,,,BE,330,UG,D,,,,,16-Aug-06
BE,550,201010,2,,,BE,330,UG,D,,,,,08-Oct-09
BE,550,201010,4,,,BE,331,UG,D,,O,,,08-Oct-09
BE,560,200610,2,,,BE,360,UG,D,,,,,05-May-05
BE,560,201010,2,,,BE,360,UG,D,,,,,08-Oct-09
BE,560,201010,4,,,BE,361,UG,D,,O,,,08-Oct-09
BE,565,201210,2,,,BE,361,UG,D,,,,,13-Jun-11
CE,201,200010,1,,,CE,101,UG,D,,,,,12-Feb-99
CE,210,200810,2,,,EM,104,UG,D,,,,,17-Sep-07
CE,210,200810,4,,,CE,110,UG,D,,A,,,17-Sep-07
CE,310,200010,1,,,CS,100,UG,D,,,,,12-Feb-99
CE,310,200010,3,,,CE,110,UG,D,,O,,,12-Apr-02
CE,310,200510,3,,,CE,110,UG,D,,,,,30-Dec-04
CE,310,200810,3,,,CE,210,UG,D,,,,,17-Sep-07
CE,310,200810,5,,,MA,222,UG,D,,A,,,17-Sep-07
CE,310,200910,3,,,CE,210,UG,D,,,,,02-Feb-10
CE,310,200910,5,,,MA,222,UG,D,,A,(,,02-Feb-10
CE,310,200910,7,,,MA,212,UG,D,,O,,),02-Feb-10
CE,310,201210,3,,,CE,110,UG,D,,,(,,28-Oct-11
CE,310,201210,4,,,CE,210,UG,D,,O,,),28-Oct-11
CE,310,201210,5,,,MA,222,UG,D,,A,(,,28-Oct-11
CE,310,201210,7,,,MA,212,UG,D,,O,,),28-Oct-11
CE,310,201410,2,,,MA,212,UG,D,,,,,12-Mar-13
CE,321,200010,1,,,EM,203,UG,D,,,,,12-Feb-99
CE,321,200010,3,,,EM,204,UG,D,,O,,,30-Sep-09
CE,336,200010,1,,,EM,203,UG,D,,,(,,05-May-09
CE,336,200010,2,,,EM,301,UG,D,,A,,),05-May-09
CE,336,200010,4,,,EM,204,UG,D,,O,(,,05-May-09
CE,336,200010,6,,,EM,301,UG,D,,A,,),05-May-09
CE,371,200010,1,,,EM,301,UG,D,,,,,12-Feb-99
CE,380,201410,2,,,MA,223,UG,D,Y,,,,21-Jan-14
CE,380,201410,4,,,CE,320,UG,D,Y,A,,,21-Jan-14
CE,400,200010,1,,,CE,489,UG,D,,,,,04-Aug-99
CE,400,201310,1,,,CE,489,UG,D,,,,,14-Jan-13
CE,400,201310,3,,,CE,488,UG,D,,O,,,14-Jan-13
CE,421,200010,1,,,CE,321,UG,D,,,,,12-Feb-99
CE,424,200010,1,,,CE,321,UG,D,,,,,12-Feb-99
CE,430,200010,1,,,CE,321,UG,D,,,,,12-Feb-99
CE,431,200010,1,,,CE,321,UG,D,,,,,12-Feb-99
CE,432,200010,1,,,CE,321,UG,D,,,,,12-Feb-99
CE,433,200010,1,,,CE,431,UG,D,,,,,12-Feb-99
CE,434,200010,1,,,CE,432,UG,D,,,,,12-Feb-99
CE,435,200010,1,,,CE,321,UG,D,,,,,12-Feb-99
CE,436,200010,1,,,CE,336,UG,D,,,,,12-Feb-99
CE,436,200010,2,,,CE,432,UG,D,,A,,,05-Nov-99
CE,444,200010,1,,,CE,320,UG,D,,,,,12-Feb-99
CE,445,200610,2,,,CE,201,UG,D,,,,,21-Jun-05
CE,445,200610,4,,,CE,336,UG,D,,A,,,21-Jun-05
CE,450,200010,1,,,CE,431,UG,D,,,,,12-Feb-99
CE,450,200010,2,,,CE,432,UG,D,,A,,,12-Feb-99
CE,450,200010,4,,,CE,361,UG,D,,A,,,30-Dec-04
CE,450,200610,2,,,CE,431,UG,D,,,,,01-May-07
CE,450,200610,4,,,CE,432,UG,D,,A,,,21-Jun-05
CE,460,200010,1,,,EM,301,UG,D,,,,,05-Nov-99
CE,460,200010,3,,,CHE,301,UG,D,,O,,,18-Jan-05
CE,460,200010,5,,,ES,202,UG,D,,O,,,18-Jan-05
CE,460,200610,1,,,EM,301,UG,D,,,,,21-Jun-05
CE,460,200610,3,,,CHE,301,UG,D,,O,,,21-Jun-05
CE,460,200610,5,,,ES,202,UG,D,,O,,,21-Jun-05
CE,462,000000,1,,,CE,460,UG,D,,,,,12-Feb-99
CE,471,200010,1,,,EM,301,UG,D,,,,,30-Dec-04
CE,471,200010,3,,,CHE,301,UG,D,,O,,,10-Oct-05
CE,471,200010,5,,,ES,202,UG,D,,O,,,10-Oct-05
CE,486,201310,2,,,RH,330,UG,D,,,,,19-Jul-12
CE,486,201310,4,,,CE,460,UG,D,,A,,,19-Jul-12
CE,486,201310,6,,,CE,450,UG,D,Y,A,,,19-Jul-12
CE,487,201310,2,,,CE,486,UG,D,,,,,19-Jul-12
CE,488,201310,2,,,CE,486,UG,D,,,,,19-Jul-12
CE,489,200010,1,,,RH,330,UG,D,,,,,05-Nov-99
CE,489,200010,2,,,CE,460,UG,D,,A,,,05-Nov-99
CE,520,200010,1,,,CE,421,UG,D,,,,,12-Feb-99
CE,520,200010,2,,,MA,202,UG,D,,A,,,12-Feb-99
CE,520,200510,1,,,CE,421,UG,D,,,,,30-Dec-04
CE,520,200510,2,,,MA,222,UG,D,,A,,,30-Dec-04
CE,520,200910,1,,,CE,421,UG,D,,,,,02-Feb-10
CE,520,200910,2,,,MA,222,UG,D,,A,(,,02-Feb-10
CE,520,200910,4,,,MA,212,UG,D,,O,,),02-Feb-10
CE,521,201410,2,,,CE,321,UG,D,,,,,31-Jul-13
CE,522,200010,1,,,CE,421,UG,D,,,,,12-Feb-99
CE,522,201410,1,,,CE,521,UG,D,Y,,,,30-Sep-13
CE,523,200010,1,,,CE,321,UG,D,,,,,12-Feb-99
CE,523,201410,1,,,CE,522,UG,D,,,,,30-Sep-13
CE,524,201410,2,,,CE,523,UG,D,,,,,30-Sep-13
CE,525,200010,1,,,CE,201,UG,D,,,,,05-Nov-99
CE,525,200510,1,,,CE,321,UG,D,,,,,30-Dec-04
CE,525,201410,1,,,CE,321,UG,D,,,,,30-Sep-13
CE,530,200010,1,,,CE,430,UG,D,,,,,12-Feb-99
CE,531,200010,1,,,CE,432,UG,D,,,,,12-Feb-99
CE,532,201410,2,,,CE,432,UG,D,,,,,31-Jul-13
CE,533,200010,1,,,CE,433,UG,D,,,,,12-Feb-99
CE,533,201410,1,,,CE,431,UG,D,,,,,30-Sep-13
CE,533,201410,3,,,CE,432,UG,D,,A,,,30-Sep-13
CE,534,200010,1,,,CE,434,UG,D,,,,,12-Feb-99
CE,534,200510,1,,,CE,432,UG,D,,,,,30-Dec-04
CE,534,201410,1,,,CE,432,UG,D,,,,,30-Sep-13
CE,535,200010,1,,,CE,432,UG,D,,,,,12-Feb-99
CE,536,200010,1,,,CE,436,UG,D,,,,,12-Feb-99
CE,537,201410,2,,,CE,431,UG,D,,,,,15-Oct-13
CE,562,200010,1,,,CE,563,UG,D,,,,,05-Nov-99
CE,562,200010,2,,,CHE,461,UG,D,,O,,,05-Nov-99
CE,563,200010,1,,,CE,460,UG,D,,,,,12-Feb-99
CE,565,200010,1,,,CE,460,UG,D,,,,,12-Feb-99
CE,567,200010,1,,,CE,471,UG,D,,,,,12-Feb-99
CE,568,200010,1,,,CE,460,UG,D,,,,,12-Feb-99
CE,570,200010,1,,,CE,371,UG,D,,,,,12-Feb-99
CE,572,200010,1,,,CE,471,UG,D,,,,,12-Feb-99
CE,573,200010,1,,,CE,471,UG,D,,,,,12-Feb-99
CHE,201,200010,1,,,MA,113,UG,D,,,(,,19-Jan-05
CHE,201,200010,1.5,,,MA,FTC,UG,S,,O,,),19-Jan-05
CHE,201,200010,2,,,PH,111,UG,D,,A,,,05-Nov-99
CHE,201,200010,4,,,CHEM,113,UG,D,,A,(,,04-May-05
CHE,201,200010,6,,,CHEM,114,UG,EX,,O,,,04-May-05
CHE,201,200010,8,,,CHEM,202,UG,D,,O,,,05-May-09
CHE,201,200010,10,,,CHEM,107,UG,D,,O,,),05-May-09
CHE,201,201210,1,,,MA,113,UG,D,Y,,(,,10-Jun-11
CHE,201,201210,1.5,,,MA,FTC,UG,S,,O,,),10-Jun-11
CHE,201,201210,2,,,PH,111,UG,D,Y,A,,,15-Jun-11
CHE,201,201210,4,,,CHEM,113,UG,D,Y,A,(,,15-Jun-11
CHE,201,201210,5,,,CHEM,112,UG,D,Y,O,,,15-Jun-11
CHE,201,201210,6,,,CHEM,114,UG,EX,,O,,,10-Jun-11
CHE,201,201210,8,,,CHEM,202,UG,D,,O,,,10-Jun-11
CHE,201,201210,10,,,CHEM,107,UG,D,,O,,),10-Jun-11
CHE,202,200010,1,,,CHE,201,UG,D,,,,,12-Feb-99
CHE,301,200010,1,,,CHE,201,UG,D,,,,,12-Feb-99
CHE,303,200010,1,,,CHE,201,UG,D,,,,,30-Dec-04
CHE,303,200010,3,,,MA,221,UG,D,,A,,,30-Dec-04
CHE,303,200920,1,,,CHE,202,UG,D,,,,,07-Nov-08
CHE,303,200920,3,,,MA,221,UG,D,,A,(,,02-Feb-10
CHE,303,200920,5,,,MA,211,UG,D,,O,,),02-Feb-10
CHE,303,201410,1,,,CHE,202,UG,D,,,,,10-Jan-14
CHE,303,201410,2,,,CHE,110,UG,D,Y,A,,,10-Jan-14
CHE,303,201410,3,,,MA,221,UG,D,,A,(,,10-Jan-14
CHE,303,201410,5,,,MA,211,UG,D,,O,,),10-Jan-14
CHE,304,200010,1,,,CHE,303,UG,D,,,,,12-Feb-99
CHE,304,200010,3,,,MA,222,UG,D,,A,,,10-Dec-04
CHE,304,200910,1,,,CHE,303,UG,D,,,,,02-Feb-10
CHE,304,200910,3,,,MA,222,UG,D,,A,(,,02-Feb-10
CHE,304,200910,5,,,MA,212,UG,D,,O,,),02-Feb-10
CHE,305,200010,1,,,CHE,414,UG,D,,,,,12-Feb-99
CHE,310,200810,2,,,CHE,110,UG,D,,,(,,02-Feb-10
CHE,310,200810,4,,,MA,222,UG,D,Y,A,,),02-Feb-10
CHE,310,200810,6,,,CHE,110,UG,D,,O,(,,02-Feb-10
CHE,310,200810,8,,,MA,211,UG,D,,A,,,02-Feb-10
CHE,310,200810,10,,,MA,212,UG,D,Y,A,,),02-Feb-10
CHE,314,000000,2,,,CHE,202,UG,D,,,,,30-Dec-04
CHE,314,000000,4,,,CHE,301,UG,D,,A,,,30-Dec-04
CHE,314,000000,6,,,MA,221,UG,D,,A,,,30-Dec-04
CHE,314,200010,2,,,CHE,202,UG,D,,,,,10-Dec-04
CHE,314,200010,4,,,CHE,301,UG,D,,A,,,10-Dec-04
CHE,314,200010,6,,,MA,221,UG,D,,A,,,10-Dec-04
CHE,314,201010,2,,,CHE,202,UG,D,,,(,,02-Feb-10
CHE,314,201010,4,,,CHE,301,UG,D,,A,,,02-Feb-10
CHE,314,201010,6,,,MA,221,UG,D,,A,,),02-Feb-10
CHE,314,201010,8,,,CHE,202,UG,D,,O,(,,02-Feb-10
CHE,314,201010,10,,,CHE,301,UG,D,,A,,,02-Feb-10
CHE,314,201010,12,,,MA,211,UG,D,,A,,,02-Feb-10
CHE,314,201010,14,,,MA,212,UG,D,,A,,),02-Feb-10
CHE,315,000000,2,,,CHEM,113,UG,D,,,,,30-Dec-04
CHE,315,000000,4,,,CHEM,114,UG,S,,O,,,05-May-09
CHE,315,000000,6,,,CHEM,202,UG,D,,O,,,01-May-07
CHE,315,000000,8,,,CHEM,107,UG,D,,O,,,05-May-09
CHE,315,200010,2,,,CHEM,113,UG,D,,,,,10-Dec-04
CHE,315,200010,4,,,CHEM,114,UG,D,,O,,,04-May-05
CHE,315,200010,6,,,CHEM,202,UG,D,,O,,,01-May-07
CHE,315,200010,8,,,CHEM,107,UG,D,,O,,,08-Sep-09
CHE,315,201410,2,,,CHEM,115,UG,D,,,,,24-Jan-13
CHE,320,201310,2,,,CHE,202,UG,D,,,,,20-Apr-12
CHE,320,201310,4,,,CHE,301,UG,D,,A,,,20-Apr-12
CHE,320,201310,6,,,MA,211,UG,D,,A,,,20-Apr-12
CHE,320,201310,8,,,MA,212,UG,D,,A,,,20-Apr-12
CHE,320,201310,10,,,CHE,304,UG,D,Y,A,,,30-Apr-13
CHE,321,201310,2,,,CHE,320,UG,D,,,,,20-Apr-12
CHE,321,201310,4,,,CHE,304,UG,D,,A,,,20-Apr-12
CHE,325,000000,2,,,CHE,202,UG,D,,,,,10-Dec-04
CHE,325,000000,4,,,CHE,314,UG,D,,A,,,10-Dec-04
CHE,325,000000,6,,,CHE,304,UG,D,,A,,,10-Dec-04
CHE,325,200510,2,,,CHE,202,UG,D,,,,,14-Jan-05
CHE,325,200510,4,,,CHE,314,UG,D,,A,,,14-Jan-05
