SCRRTST_SUBJ_CODE,SCRRTST_CRSE_NUMB,SCRRTST_TERM_CODE_EFF,SCRRTST_SEQNO,SCRRTST_TESC_CODE,SCRRTST_TEST_SCORE,SCRRTST_SUBJ_CODE_PREQ,SCRRTST_CRSE_NUMB_PREQ,SCRRTST_LEVL_CODE,SCRRTST_MIN_GRDE,SCRRTST_CONCURRENCY_IND,SCRRTST_CONNECTOR,SCRRTST_LPAREN,SCRRTST_RPAREN,SCRRTST_ACTIVITY_DATE
PH,255,000000,1,,,PH,113,UG,D,,,(,,15-Feb-99
PH,255,000000,2,,,MA,201,UG,D,,A,,),15-Feb-99
PH,255,000000,3,,,MA,211,,,,O,,,15-Feb-99
PH,255,200010,1,,,PH,112,UG,D,,,,,17-Jan-05
PH,255,200010,,,,PH,113,UG,D,,,,,08-Nov-99
PH,255,200410,4,,,PH,113,UG,D,,,,,03-Feb-10
PH,255,200410,6,,,MA,221,UG,D,,A,(,,03-Feb-10
PH,255,200410,8,,,MA,211,UG,D,Y,O,,),03-Feb-10
PH,255,201110,4,,,PH,113,UG,D,,,,,05-May-10
PH,255,201110,6,,,MA,221,UG,D,,A,(,,05-May-10
PH,255,201110,8,,,MA,211,UG,D,Y,O,,),05-May-10
PH,265,000000,1,,,PH,112,UG,D,,,(,,15-Feb-99
PH,265,000000,2,,,MA,201,UG,D,,A,,),15-Feb-99
PH,265,000000,3,,,MA,211,UG,D,,O,,,15-Feb-99
PH,265,200010,1,,,MA,221,UG,D,,,,,08-Nov-99
PH,265,200010,,,,PH,112,UG,D,,,,,08-Nov-99
PH,265,200410,1,,,PH,112,UG,D,,,,,17-Jan-05
PH,265,200410,3,,,MA,221,UG,D,,A,(,,03-Feb-10
PH,265,200410,5,,,MA,211,UG,D,,O,,),03-Feb-10
PH,265,200410,,,,PH,112,UG,D,,,,,17-Jan-05
PH,280,000000,1,,,PH,113,UG,D,,,,,15-Feb-99
PH,292,000000,1,,,PH,113,UG,D,,,,,15-Feb-99
PH,292,200410,1,,,PH,113,UG,D,,,,,17-Jan-05
PH,302,000000,1,,,PH,113,UG,D,,,,,15-Feb-99
PH,302,200410,1,,,PH,113,UG,D,,,,,17-Jan-05
PH,310,000000,1,,,PH,113,UG,D,,,,,15-Feb-99
PH,310,200410,1,,,PH,113,UG,D,,,,,17-Jan-05
PH,314,200010,1,,,PH,111,UG,D,,,,,08-Nov-99
PH,314,200010,2,,,PH,235,UG,D,,A,,,08-Nov-99
PH,314,200010,3,,,MA,222,UG,D,,A,,,08-Nov-99
PH,314,200410,2,,,PH,235,UG,D,,,,,19-Jan-05
PH,314,200410,3,,,MA,222,UG,D,,A,,,19-Jan-05
PH,314,200710,2,,,PH,111,UG,D,,,,,03-Feb-10
PH,314,200710,3,,,MA,222,UG,D,,A,(,,03-Feb-10
PH,314,200710,5,,,MA,212,UG,D,,O,,),03-Feb-10
PH,315,200010,1,,,PH,314,UG,D,,,,,08-Nov-99
PH,316,000000,1,,,PH,113,UG,D,,,(,,15-Feb-99
PH,316,000000,2,,,MA,202,UG,D,,A,,),15-Feb-99
PH,316,000000,3,,,MA,213,UG,D,,O,,,15-Feb-99
PH,316,200010,1,,,MA,222,UG,D,,,,,12-Nov-99
PH,316,200010,,,,PH,113,UG,D,,A,,,12-Nov-99
PH,316,200410,3,,,PH,113,UG,D,,,,,03-Feb-10
PH,316,200410,5,,,MA,211,UG,D,,A,(,,03-May-10
PH,316,200410,7,,,MA,212,UG,D,,A,,),03-May-10
PH,316,200410,9,,,MA,222,UG,D,,O,,,03-May-10
PH,316,200410,,,,PH,113,UG,D,,A,,,19-Jan-05
PH,317,000000,1,,,PH,316,UG,D,,,,,15-Feb-99
PH,322,000000,1,,,PH,112,UG,D,,,,,15-Feb-99
PH,322,000000,2,,,PH,265,UG,D,,O,,,15-Feb-99
PH,322,200410,1,,,PH,112,UG,D,,,,,19-Jan-05
PH,322,200410,3,,,PH,265,UG,D,,O,,,10-Nov-05
PH,325,000000,1,,,PH,255,UG,D,,,,,15-Feb-99
PH,325,000000,2,,,PH,265,UG,D,,O,,,15-Feb-99
PH,326,000000,1,,,PH,325,UG,D,,,,,15-Feb-99
PH,327,000000,1,,,PH,235,UG,D,,,,,15-Feb-99
PH,330,000000,1,,,PH,113,UG,D,,,,,15-Feb-99
PH,380,000000,1,,,PH,280,UG,D,,,,,15-Feb-99
PH,392,000000,1,,,PH,292,UG,D,,,,,15-Feb-99
PH,392,000000,2,,,MA,202,UG,D,,O,,,15-Feb-99
PH,392,000000,3,,,MA,213,UG,D,,O,,,15-Feb-99
PH,392,200010,1,,,MA,222,UG,D,,,,,09-Nov-99
PH,392,200010,,,,PH,292,UG,D,,A,,,09-Nov-99
PH,395,000000,1,,,PH,280,UG,D,,,,,15-Feb-99
PH,395,000000,2,,,PH,292,UG,D,,A,,,15-Feb-99
PH,401,000000,1,,,PH,255,UG,D,,,,,15-Feb-99
PH,401,000000,2,,,PH,113,UG,D,,O,(,,15-Feb-99
PH,401,000000,3,,,PH,265,UG,D,,A,,),15-Feb-99
PH,401,200410,1,,,PH,255,UG,D,,,,,19-Jan-05
PH,401,200410,2,,,PH,113,UG,D,,O,(,,19-Jan-05
PH,401,200410,3,,,PH,265,UG,D,,A,,),19-Jan-05
PH,402,000000,1,,,PH,401,UG,D,,,,,15-Feb-99
PH,403,000000,1,,,PH,401,UG,D,,,,,15-Feb-99
PH,404,200010,1,,,PH,113,UG,D,,,,,08-Nov-99
PH,404,200010,2,,,MA,222,UG,D,,A,,,08-Nov-99
PH,404,200410,1,,,PH,113,UG,D,,,,,03-Feb-10
PH,404,200410,2,,,MA,222,UG,D,,A,(,,03-Feb-10
PH,404,200410,4,,,MA,212,UG,D,,O,,),03-Feb-10
PH,405,000000,1,,,PH,113,UG,D,,,,,15-Feb-99
PH,405,000000,2,,,PH,265,UG,D,,O,,,15-Feb-99
PH,405,200010,1,,,PH,265,UG,D,,,,,12-Nov-99
PH,405,200010,,,,PH,113,UG,D,,O,,,12-Nov-99
PH,405,200410,2,,,PH,255,UG,D,,,,,18-Jan-05
PH,405,200410,4,,,PH,113,UG,D,,O,,,18-Jan-05
PH,405,200410,6,,,PH,265,UG,D,,O,,,18-Jan-05
PH,406,000000,1,,,PH,255,UG,D,,,,,15-Feb-99
PH,406,000000,2,,,PH,265,UG,D,,O,,,15-Feb-99
PH,406,200010,1,,,ECE,250,UG,D,,,,,12-Nov-99
PH,406,200010,,,,PH,405,UG,D,,O,,,12-Nov-99
PH,406,200410,1,,,ECE,250,UG,D,,,,,18-Jan-05
PH,406,200410,3,,,PH,405,UG,D,,O,,,18-Jan-05
PH,406,200410,,,,PH,405,UG,D,,O,,,18-Jan-05
PH,407,200010,1,,,PH,255,UG,D,,,,,09-Nov-99
PH,407,200010,2,,,PH,265,UG,D,,O,,,09-Nov-99
PH,407,200410,1,,,PH,255,UG,D,,,,,18-Jan-05
PH,407,200410,2,,,PH,265,UG,D,,O,,,18-Jan-05
PH,411,200410,2,,,PH,410,UG,D,,,,,18-Jan-05
PH,415,000000,1,,,PH,395,UG,D,,,,,15-Feb-99
PH,416,000000,1,,,PH,415,UG,D,,,,,15-Feb-99
PH,425,000000,1,,,PH,326,UG,D,,,,,15-Feb-99
PH,425,200410,1,,,PH,325,UG,D,,,,,19-Jan-05
PH,437,000000,1,,,MA,202,UG,D,,,,,15-Feb-99
PH,437,000000,2,,,MA,213,UG,D,,O,,,15-Feb-99
PH,437,200010,,,,MA,222,UG,D,,,,,09-Nov-99
PH,437,200410,2,,,MA,222,UG,D,,,,,18-Jan-05
PH,437,201010,2,,,MA,222,UG,D,,,,,02-Feb-10
PH,437,201010,4,,,MA,212,UG,D,,O,,,02-Feb-10
PH,440,000000,1,,,PH,255,UG,D,,,,,15-Feb-99
PH,440,000000,2,,,PH,265,UG,D,,O,,,15-Feb-99
PH,450,200010,1,,,PH,255,UG,D,,,(,,17-Nov-99
PH,450,200010,2,,,PH,265,UG,D,,O,,),17-Nov-99
PH,450,200010,3,,,PH,280,UG,D,,A,,,17-Nov-99
PH,450,200010,4,,,PH,292,UG,D,,A,,,17-Nov-99
PH,450,200010,5,,,MA,222,UG,D,,A,,,17-Nov-99
PH,485,000000,1,,,PH,316,UG,D,,,,,15-Feb-99
PH,485,000000,2,,,PH,292,UG,D,,A,,,15-Feb-99
PH,494,000000,1,,,PH,280,UG,D,,,,,15-Feb-99
PH,494,000000,2,,,PH,292,UG,D,,A,,,15-Feb-99
PH,494,000000,3,,,PH,316,UG,D,,A,,,15-Feb-99
PH,495,000000,1,,,PH,380,UG,D,,,,,15-Feb-99
PH,495,000000,2,,,PH,392,UG,D,,A,,,15-Feb-99
PH,505,200410,2,,,PH,113,UG,D,,,,,19-Jan-05
PH,505,200410,4,,,PH,255,UG,D,,O,,,19-Jan-05
PH,505,200410,6,,,PH,265,UG,D,,O,,,19-Jan-05
PH,506,200410,2,,,PH,405,UG,D,,,,,10-Nov-05
PH,506,200410,4,,,ECE,250,UG,D,,O,,,19-Jan-05
PH,511,200410,2,,,PH,410,UG,D,,,,,19-Jan-05
PH,511,200410,4,,,PH,510,UG,D,,O,,,19-Jan-05
PH,520,200010,1,,,PH,280,UG,D,,,,,09-Nov-99
PH,520,200010,2,,,PH,292,UG,D,,A,,,09-Nov-99
PH,520,200010,3,,,PH,316,UG,D,,A,,,09-Nov-99
PH,530,000000,1,,,PH,404,UG,D,,,,,15-Feb-99
PH,535,000000,1,,,PH,113,UG,D,,,,,15-Feb-99
PH,535,000000,2,,,MA,202,UG,D,,O,,,15-Feb-99
PH,535,000000,3,,,MA,213,UG,D,,O,,,15-Feb-99
PH,535,200010,1,,,MA,222,UG,D,,,,,12-Nov-99
PH,535,200010,,,,PH,113,UG,D,,A,,,12-Nov-99
PH,537,000000,1,,,PH,437,UG,D,,,,,15-Feb-99
PH,537,201010,1,,,CSSE,220,UG,D,,,(,,02-Feb-10
PH,537,201010,3,,,CSSE,230,UG,D,,O,,,02-Feb-10
PH,537,201010,5,,,ME,323,UG,D,,O,,,02-Feb-10
PH,537,201010,7,,,ECE,380,UG,D,,O,,),02-Feb-10
PH,537,201010,9,,,MA,221,UG,D,,A,(,,02-Feb-10
PH,537,201010,11,,,MA,212,UG,D,,O,,),02-Feb-10
PH,570,000000,1,,,PH,280,UG,D,,,,,15-Feb-99
PH,570,000000,2,,,PH,292,UG,D,,A,,,15-Feb-99
PH,570,000000,3,,,PH,316,UG,D,,A,,,15-Feb-99
PH,580,000000,1,,,PH,380,UG,D,,,,,15-Feb-99
PH,580,000000,2,,,PH,292,UG,D,,A,,,15-Feb-99
PH,592,000000,1,,,PH,380,UG,D,,,,,15-Feb-99
PH,592,000000,2,,,PH,292,UG,D,,A,,,15-Feb-99
PH,592,000000,3,,,PH,450,UG,D,,A,,,15-Feb-99
PH,594,000000,1,,,PH,485,UG,D,,,,,15-Feb-99
RH,330,200510,2,,,RH,131,UG,D,,,,,13-Jan-05
RH,330,200510,4,,,RH,EXMPT,UG,EX,,O,,,28-Aug-05
RH,330,200510,6,,,RH,EXMPT,UG,NG,,O,,,16-Aug-13
RH,346,200010,1,,,RH,246,UG,D,,,,,12-Feb-99
RH,351,200410,2,,,SL,151,UG,D,,,,,13-Jan-05
ROBO,410,201010,2,,,ECE,362,UG,D,,,(,,15-Jun-09
ROBO,410,201010,4,,,ME,430,UG,D,Y,A,,),15-Jun-09
ROBO,410,201010,6,,,ME,430,UG,D,Y,O,(,,15-Jun-09
ROBO,410,201010,8,,,ME,470,UG,D,Y,A,,),15-Jun-09
ROBO,410,201010,10,,,RH,330,UG,D,,O,(,,15-Jun-09
ROBO,410,201010,12,,,CSSE,374,UG,D,,A,,,15-Jun-09
ROBO,410,201010,14,,,ME,430,UG,D,,A,,),15-Jun-09
ROBO,420,201010,2,,,ROBO,410,UG,D,,,,,15-Jun-09
ROBO,430,201010,2,,,ROBO,420,UG,D,,,,,15-Jun-09
SL,272,200010,1,,,SL,171,UG,D,,,,,12-Feb-99
SL,350,200010,1,,,SL,151,UG,D,,,,,12-Feb-99
SL,351,200010,1,,,SL,151,UG,D,,,,,12-Feb-99
SL,354,200010,1,,,SL,151,UG,D,,,,,05-Aug-99
SL,355,200010,1,,,SL,151,UG,D,,,,,08-Nov-99
SL,356,200010,2,,,SL,151,UG,D,,,,,13-Jan-05
SL,372,200010,1,,,SL,171,UG,D,,,,,12-Feb-99
SL,375,200010,1,,,SL,171,UG,D,,,,,12-Feb-99
SL,375,200210,1,,,SL,171,UG,D,,,,,13-Jan-05
SL,451,200010,1,,,SL,151,UG,D,,,,,12-Feb-99
SL,452,200010,1,,,SL,151,UG,D,,,,,12-Feb-99
SL,454,000000,1,,,SL,151,UG,D,,,,,12-Feb-99
SL,455,000000,1,,,SL,151,UG,D,,,,,12-Feb-99
SP,112,200010,1,,,SP,111,UG,D,,,,,12-Feb-99
SP,112,200010,3,,,SP,112EL,UG,N,,O,,,01-Sep-06
SP,112,200010,5,,,SP,112EL,UG,EL,,O,,,19-May-11
SP,112,200010,7,,,SP,112EL,UG,NG,,O,,,28-Aug-11
SP,113,200010,1,,,SP,112,UG,D,,,,,12-Feb-99
SP,113,200010,3,,,SP,113EL,UG,N,,O,,,01-Sep-06
SP,113,200010,5,,,SP,113EL,UG,EL,,O,,,19-May-11
SP,113,200010,7,,,SP,113EL,UG,NG,,O,,,28-Aug-11
SP,211,200010,1,,,SP,113,UG,D,,,,,12-Feb-99
SP,211,200010,3,,,SP,211EL,UG,D,,O,,,01-Sep-06
SP,211,200010,5,,,SP,211EL,UG,EL,,O,,,19-May-11
SP,211,200010,7,,,SP,211EL,UG,NG,,O,,,16-Nov-11
SP,212,200010,1,,,SP,211,UG,D,,,,,12-Feb-99
SP,212,200010,3,,,SP,212EL,UG,N,,O,,,01-Sep-06
SP,212,200010,5,,,SP,212EL,UG,EL,,O,,,19-May-11
SP,212,200010,7,,,SP,212EL,UG,NG,,O,,,28-Aug-11
SP,213,200010,1,,,SP,212,UG,D,,,,,20-Jan-06
SP,213,200010,3,,,SP,213EL,UG,N,,O,,,01-Sep-06
SP,213,200010,5,,,SP,213EL,UG,EL,,O,,,19-May-11
SP,213,200010,7,,,SP,213EL,UG,NG,,O,,,28-Aug-11
SV,350,200610,2,,,SV,151,UG,D,,,,,04-May-09
SV,350,200610,4,,,SL,151,UG,D,,O,,,04-May-09
SV,351,200610,2,,,SV,151,UG,D,,,,,04-May-09
SV,351,200610,4,,,SL,151,UG,D,,O,,,04-May-09
SV,352,200610,2,,,SL,151,UG,D,,,,,04-May-09
SV,352,200610,4,,,SV,151,UG,D,,O,,,04-May-09
SV,353,200610,2,,,SL,151,UG,D,,,,,04-May-09
SV,353,200610,4,,,SV,151,UG,D,,O,,,04-May-09
SV,354,200610,2,,,SL,151,UG,D,,,,,04-May-09
SV,354,200610,4,,,SV,151,UG,D,,O,,,04-May-09
SV,355,200610,2,,,SV,151,UG,D,,,,,04-May-09
SV,355,200610,4,,,SL,151,UG,D,,O,,,04-May-09
SV,356,200610,2,,,SL,151,UG,D,,,,,04-May-09
SV,356,200610,4,,,SV,151,UG,D,,O,,,04-May-09
SV,357,200610,2,,,SL,151,UG,D,,,,,04-May-09
SV,357,200610,4,,,SV,151,UG,D,,O,,,04-May-09
SV,450,200610,2,,,SL,151,UG,D,,,,,04-May-09
SV,450,200610,4,,,SV,151,UG,D,,O,,,04-May-09
VA,352,200010,1,,,SL,151,UG,D,,,,,12-Feb-99
VA,353,200010,1,,,SL,151,UG,D,,,,,12-Feb-99
VA,354,200010,1,,,SL,151,UG,D,,,,,05-Aug-99
VA,354,200910,1,,,SL,151,UG,D,,,,,18-Jan-08
VA,356,000000,1,,,SL,151,UG,D,,,,,12-Feb-99
VA,356,200910,1,,,SL,151,UG,D,,,,,18-Jan-08
VA,452,200120,2,,,SL,151,UG,D,,,,,13-Jan-05
VA,453,200010,1,,,SL,151,UG,D,,,,,12-Feb-99
VA,454,200010,1,,,SL,151,UG,D,,,,,05-Aug-99
VA,457,200010,1,,,SL,151,UG,D,,,,,12-Feb-99
CHE,411,201210,4,,,CHE,314,UG,D,,,,,15-Sep-11
CHE,411,201210,6,,,MA,223,UG,D,,A,,,15-Sep-11
CHE,411,201210,8,,,RH,330,UG,D,,A,,,15-Sep-11
CHE,411,201210,10,,,CHEM,115,UG,D,,A,,,15-Sep-11
CHE,411,201210,12,,,CHEM,225,UG,D,,A,,,15-Sep-11
CHE,411,201210,14,,,CHEM,252,UG,D,,A,,,15-Sep-11
CHE,411,201310,4,,,CHE,314,UG,D,,,(,,26-Jun-12
CHE,411,201310,5,,,CHE,320,UG,D,,O,,),26-Jun-12
CHE,411,201310,6,,,MA,223,UG,D,,A,,,26-Jun-12
CHE,411,201310,8,,,RH,330,UG,D,,A,,,26-Jun-12
CHE,411,201310,10,,,CHEM,115,UG,D,,A,,,26-Jun-12
CHE,411,201310,12,,,CHEM,225,UG,D,,A,,,26-Jun-12
CHE,411,201310,14,,,CHEM,252,UG,D,,A,,,26-Jun-12
CHE,412,000000,2,,,CHE,325,UG,D,,,,,30-Dec-04
CHE,412,000000,4,,,CHE,410,UG,D,,A,,,30-Dec-04
CHE,412,000000,6,,,CHE,411,UG,D,,A,,,30-Dec-04
CHE,412,200520,2,,,CHE,325,UG,D,,,,,10-Dec-04
CHE,412,200520,4,,,CHE,410,UG,D,,O,,,10-Dec-04
CHE,412,200520,6,,,CHE,411,UG,D,,O,,,10-Dec-04
CHE,412,200910,2,,,CHE,325,UG,D,,,,,25-Jun-08
CHE,412,200910,6,,,CHE,411,UG,D,,A,,,25-Jun-08
CHE,412,201010,2,,,CHE,325,UG,D,,,,,25-Feb-09
CHE,412,201010,6,,,CHE,411,UG,D,,A,,,25-Feb-09
CHE,412,201310,2,,,CHE,325,UG,D,,,(,,26-Jun-12
CHE,412,201310,4,,,CHE,321,UG,D,,O,,),26-Jun-12
CHE,412,201310,6,,,CHE,411,UG,D,,A,,,26-Jun-12
CHE,413,000000,2,,,CHE,412,UG,D,,,,,10-Dec-04
CHE,413,200910,2,,,CHE,412,UG,D,,,,,25-Jun-08
CHE,414,200010,1,,,CHE,301,UG,D,,,,,12-Feb-99
CHE,415,200010,1,,,CHEM,113,UG,D,,,,,12-Feb-99
CHE,416,200410,2,,,CHE,325,UG,D,Y,,,,02-May-05
CHE,416,200410,4,,,CHE,404,UG,D,Y,A,,,02-May-05
CHE,416,201010,2,,,CHE,325,UG,D,Y,,,,01-May-09
CHE,416,201010,4,,,CHE,404,UG,D,Y,A,,,01-May-09
CHE,416,201010,6,,,CHEM,252,UG,D,,A,,,01-May-09
CHE,416,201010,,,,CHEM,252,UG,D,,A,,,01-May-09
CHE,416,201210,2,,,CHE,325,UG,D,Y,,,,15-Sep-11
CHE,416,201210,,,,CHEM,252,UG,D,,A,,,15-Sep-11
CHE,416,201310,2,,,CHE,325,UG,D,Y,,,,26-Jun-12
CHE,416,201310,4,,,CHE,321,UG,D,,O,,,26-Jun-12
CHE,416,201310,,,,CHEM,252,UG,D,,A,,,26-Jun-12
CHE,417,000000,2,,,CHE,416,UG,D,,,,,10-Dec-04
CHE,417,000000,4,,,CHE,404,UG,D,,A,,,10-Dec-04
CHE,418,200410,2,,,CHE,417,UG,D,,,,,10-Dec-04
CHE,418,201210,2,,,CHE,417,UG,D,,,,,15-Sep-11
CHE,419,000000,2,,,PH,410,UG,D,,,,,17-Jun-05
CHE,419,000000,4,,,CHE,405,UG,D,,O,,,10-Nov-05
CHE,440,200010,1,,,CHE,202,UG,D,,,,,12-Feb-99
CHE,440,200010,3,,,MA,222,UG,D,,A,,,10-Dec-04
CHE,440,201010,1,,,CHE,202,UG,D,,,(,,02-Feb-10
CHE,440,201010,3,,,MA,222,UG,D,,A,,),02-Feb-10
CHE,440,201010,5,,,CHE,202,UG,D,,O,(,,02-Feb-10
CHE,440,201010,7,,,MA,211,UG,D,,A,,,02-Feb-10
CHE,440,201010,9,,,MA,212,UG,D,,A,,),02-Feb-10
CHE,441,200010,2,,,CHE,404,UG,D,Y,,,,03-May-05
CHE,441,201110,2,,,CHE,404,UG,D,Y,,,,26-Feb-10
CHE,441,201110,4,,,CHEM,251,UG,D,,A,,,26-Feb-10
CHE,441,201110,,,,CHEM,251,UG,D,,A,,,26-Feb-10
CHE,461,200010,1,,,EM,301,UG,D,,,,,12-Feb-99
CHE,461,200010,2,,,CHE,301,UG,D,,O,,,12-Feb-99
CHE,465,201110,2,,,CHE,303,UG,D,,,,,05-May-10
CHE,465,201110,4,,,CHEM,361,UG,D,,O,,,05-May-10
CHE,465,201110,6,,,ME,201,UG,D,,O,,,05-May-10
CHE,465,201110,8,,,ME,301,UG,D,,O,,,05-May-10
CHE,470,201410,2,,,CHE,303,UG,D,,,,,24-Jun-13
CHE,502,200010,2,,,CHE,325,UG,D,,,,,30-Dec-04
CHE,502,201310,2,,,CHE,325,UG,D,,,,,26-Jun-12
CHE,502,201310,4,,,CHE,321,UG,D,,O,,,26-Jun-12
CHE,504,200010,1,,,CHE,404,UG,D,,,,,12-Feb-99
CHE,512,200010,1,,,CHE,325,UG,D,,,,,30-Dec-04
CHE,512,201310,1,,,CHE,325,UG,D,,,,,26-Jun-12
CHE,512,201310,3,,,CHE,321,UG,D,,O,,,26-Jun-12
CHE,513,200010,1,,,CHE,304,UG,D,,,,,12-Feb-99
CHE,519,000000,2,,,CHE,505,UG,D,,,,,30-Dec-04
CHE,519,000000,4,,,CHE,505,GR,D,,O,,,30-Dec-04
CHE,540,200010,1,,,CHE,440,UG,D,,,,,12-Feb-99
CHE,545,200010,1,,,CHE,404,UG,D,,,,,12-Feb-99
CHE,545,200010,3,,,AB,421,UG,D,,O,,,17-Jun-05
CHE,545,200810,2,,,AB,110,UG,D,,,,,28-Jan-08
CHE,545,200810,4,,,CHEM,330,UG,D,,A,,,28-Jan-08
CHE,545,200810,6,,,CHE,404,UG,D,,A,(,,28-Jan-08
CHE,545,200810,8,,,ES,201,UG,D,,O,,),28-Jan-08
CHE,546,200010,1,,,CHE,325,UG,D,,,,,30-Dec-04
CHE,546,200810,1,,,AB,110,UG,D,,,,,28-Jan-08
CHE,546,200810,3,,,CHE,325,UG,D,,A,(,,28-Jan-08
CHE,546,200810,5,,,ES,201,UG,D,,O,,),28-Jan-08
CHE,546,201310,1,,,AB,110,UG,D,,,,,26-Jun-12
CHE,546,201310,3,,,CHE,325,UG,D,,A,(,,26-Jun-12
CHE,546,201310,4,,,CHE,321,UG,D,,O,,,26-Jun-12
CHE,546,201310,5,,,ES,201,UG,D,,O,,),26-Jun-12
CHEM,107,200910,2,,,CHEM,105,UG,D,,,,,09-Feb-09
CHEM,107,200910,4,,,CHEM,201,UG,D,,O,,,18-Jan-10
CHEM,112,200010,2,,,CHEM,HONRS,UG,EX,,,,,10-Sep-09
CHEM,112,201210,2,,,CHEM,HONRS,UG,NG,,,,,18-Aug-11
CHEM,113,200010,1,,,CHEM,111,UG,D,,,,,12-Feb-99
CHEM,113,200010,3,,,CHEM,112,UG,D,,O,,,20-Oct-06
CHEM,113,200010,5,,,CHEM,105,UG,D,,O,,,10-Oct-11
CHEM,113,201410,1,,,CHEM,111,UG,D,,,(,,19-Jun-13
CHEM,113,201410,3,,,CHEM,111L,UG,D,,A,,),19-Jun-13
CHEM,113,201410,5,,,CHEM,112,UG,D,,O,,,19-Jun-13
CHEM,113L,201410,2,,,CHEM,111,UG,D,,,(,,19-Jun-13
CHEM,113L,201410,4,,,CHEM,111L,UG,D,,A,,),19-Jun-13
CHEM,113L,201410,6,,,CHEM,112,UG,D,,O,,,19-Jun-13
CHEM,115,200010,1,,,CHEM,113,UG,D,,,,,12-Feb-99
CHEM,115,200010,2,,,CHEM,112,UG,B,,O,,,12-Feb-99
CHEM,115,200530,1,,,CHEM,113,UG,D,,,,,23-Mar-05
CHEM,115,200530,2,,,CHEM,112,UG,B,,O,,,23-Mar-05
CHEM,115,200530,4,,,CHEM,202,UG,D,,O,,,04-Oct-05
CHEM,115,200530,6,,,CHEM,107,UG,D,,O,,,20-Jan-09
CHEM,115,200530,,,,CHEM,202,UG,D,,O,,,23-Mar-05
CHEM,115,201210,1,,,CHEM,113,UG,D,,,,,22-Nov-11
CHEM,115,201210,2,,,CHEM,112,UG,D,,O,,,22-Nov-11
CHEM,115,201210,4,,,CHEM,202,UG,D,,O,,,22-Nov-11
CHEM,115,201210,6,,,CHEM,107,UG,D,,O,,,22-Nov-11
CHEM,115,201210,,,,CHEM,202,UG,D,,O,,,22-Nov-11
CHEM,115,201410,1,,,CHEM,113,UG,D,,,(,,19-Jun-13
CHEM,115,201410,2,,,CHEM,113L,UG,D,,A,,),19-Jun-13
CHEM,115,201410,4,,,CHEM,112,UG,D,,O,,,19-Jun-13
CHEM,115,201410,,,,CHEM,202,UG,D,,O,,,19-Jun-13
CHEM,115L,201410,2,,,CHEM,113,UG,D,,,(,,19-Jun-13
CHEM,115L,201410,4,,,CHEM,113L,UG,D,,A,,),19-Jun-13
CHEM,115L,201410,6,,,CHEM,112,UG,D,,O,,,19-Jun-13
CHEM,153,200010,1,,,CHEM,112,UG,B,,,,,12-Feb-99
CHEM,153,200010,2,,,CHEM,113,UG,D,,O,,,12-Feb-99
CHEM,201,000000,2,,,MA,111,UG,D,,,,,03-Jan-05
CHEM,201,000000,4,,,MA,FTC,UG,D,,O,,,21-Jan-05
CHEM,201,000000,6,,,MA,102,UG,D,,O,,,21-Jan-05
CHEM,202,200410,2,,,CHEM,201,UG,D,,,,,03-Jan-05
CHEM,225,200010,1,,,CHEM,115,UG,D,,,,,05-Nov-99
CHEM,225,200010,3,,,CHEM,115L,UG,D,,A,,),03-Jan-05
CHEM,225,200010,5,,,CHEM,107,UG,D,,O,,,10-May-11
CHEM,225,201410,1,,,CHEM,115,UG,D,,,(,,19-Jun-13
CHEM,225,201410,3,,,CHEM,115L,UG,D,,A,,),19-Jun-13
CHEM,225L,201410,2,,,CHEM,115,UG,D,,,,,19-Jun-13
CHEM,225L,201410,4,,,CHEM,115L,UG,D,,A,,,19-Jun-13
CHEM,230,000000,2,,,CHEM,115,UG,D,,,,,03-Jan-05
